sqft,bathrooms,price,address,postingDate,numImages,longitude,latitude,bedrooms,title
,,2895,2321 Webster,1456300800,24,-122.26178,37.855117,2,Open SUN - Updated 2 BR Poolside Apartment 1/2 Block To Whole Foods!
900,1,3200,1332 Shattuck Ave,1455177600,9,-122.270046,37.883182,2,"Top Floor, 2 Story, 2 Bedroom Near Gourmet Ghetto & Cal"
,,3995,2555 Oxford,1456473600,20,-122.26838,37.888925,2,"6/1 Beautiful 3 BED 2 BATH in Oxford Blding Modern, H/W Flors"
1800,,3120,University at San Pablo,1455264000,7,-122.29238,37.869026,2,2.5 Bath Townhouse-***Spring / Summer Lease Specials***
610,1,2700,University at San Pablo,1455264000,12,-122.29238,37.869026,2,1122 U Apartments!! Call today for a tour!!!
,,1995,2141A Virginia,1454918400,7,-122.267411,37.876954,1,"OPEN HOUSE Sat & Sun 1-2, Sunny Apt by Gourmet Ghetto, walk to UCB"
950,2,3300,University at San Pablo,1455264000,5,-122.29238,37.869026,2,2 Bed 2 Bath plus Den***Spring / Summer Lease Specials***
900,2,3500,,1455350400,0,-122.268412,37.875091,2,Great apartment near downtown Berkeley/Gourmet Ghetto.
1700,,3598,1130 65th street Unit G at hollis,1455609600,4,-122.287102,37.845444,3,"Emeryville, Berkeley, Oakland Border ACCESSIBLE"
,,2895,grant at mckinley,1456473600,10,-122.27678,37.881125,2,Ready to Move? Newly Remodeled 2 Bed AVL NOW! Walk to Bart & Downtown! G394
160,1,1300,Ordway Street at Manor Way,1456128000,7,-122.285171,37.884812,1,Adorable mother-in-law suite in Berkeley/Albany
548,1,2150,2534 Benvenue Ave,1455609600,13,-122.255452,37.864334,1,Last 1-Bedroom in Building - Close to Unit2/College Ave - Avail 6/1
1765,3,8100,2504 Dana Street - 3,1456214400,0,-122.26122,37.864766,6,Multi-Family in Berkeley
936,2,1599,2751 Peppertree Dr,1456128000,11,-122.012357,38.275976,2,Do you work at Cal Berkeley or UC Davis?
650,1,2500,University Avenue at Grant Street,1455350400,12,-122.27568,37.871125,2,"Beautiful and Quiet 2BR Condo, Berkeley"
800,1,1500,"1158 - 63rd Street, at San Pablo Avenue",1455868800,0,-122.286415,37.845105,2,Near Emeryville and Berkeley borders
1850,,3795,1130 65th street at hollis,1455350400,7,-122.280922,37.851137,3,Emeryville tech area nr Berkeley
950,1,3000,Park Street,1456128000,19,-122.1884,37.7878,2,Adorable 2/1 house across from a park in Berkeley with a W/D and yard!
900,1,3100,Telegraph,1455091200,7,-122.25938,37.862426,2,Condo/Townhome in Berkeley
936,2,1599,2751 Peppertree Dr,1455955200,12,-122.012357,38.275976,2,Do you work at Cal Berkeley or UC Davis?
1298,,3000,207 Vista Heights Road,1456128000,11,-122.29588,37.932124,3,Exclusive Area -Great 3 bedroom Townhouse- 20 mins bike to Berkeley
700,1,2400,5900 Martin Luther King Jr. Way,1456128000,13,-122.270343,37.844393,2,Nice apartment for rent close to U C Berkeley ( NOBE )
1450,2,5600,2432 Fulton Street,1456128000,4,-122.265869,37.865129,4,Single-Family Rental in Berkeley
600,1,3300,2023 Channing Way,1456128000,3,-122.269996,37.865693,3,Multi-Family in Berkeley
1050,1,3400,2434 Fulton Street,1456128000,3,-122.265866,37.865104,2,Single-Family in Berkeley
1865,3,8400,2504 Dana Street - 2,1456214400,0,-122.26122,37.864766,6,Multi-Family in Berkeley
936,2,1599,2751 Peppertree Dr,1456387200,12,-122.012357,38.275976,2,Do you work at Cal Berkeley or UC Davis?
1850,,3598,1130 65th Street,1456387200,7,-122.286403,37.847911,3,"Great place in Oakland, Emeryville, Berkeley"
,,1500,,1456128000,4,-122.262383,37.884169,1,One Room in Beautiful Berkeley House
900,1,3300,1615 Arch St,1455264000,12,-122.264952,37.878701,2,"Beautiful North Berkeley house. 2 bedroom, one bath, fully furnished i"
1850,,3595,1130 65th street at hollis,1454140800,7,-122.287617,37.84707,3,Emeryville tech area nr Berkeley
1000,1,3250,2126 McGee Ave,1456387200,5,-122.277827,37.869621,2,Sweet Central Berkeley Craftsman Cottage
200,1,870,Kittredge St at Shattuck Ave,1455696000,6,-122.26926,37.868256,1,big living room for rent next to UC Berkeley & Berkeley Bart station
,,1850,,1456387200,0,,,1,"Sunny ,Clean, Furnished Near UC Berkeley"
,,1750,,1456387200,0,-122.255988,37.861959,1,"2115 Haste St # 204 Berkeley, CA"
1850,2,4200,Sacramento Street at Cedar Street,1456387200,5,-122.28288,37.876525,4,"Spacious, sunny home in North Berkeley - Easy SF Commute"
750,1,2000,2229 mcgee,1456387200,8,-122.275493,37.865093,1,Contemporary One Bedroom Central Berkeley March 1st!
500,1,1600,,1455868800,7,,,1,Berkeley 1 bedroom and 1 bath apartment
2500,,6200,Marin Ave at Oxford Street,1456387200,15,-122.269796,37.892043,4,Remodeled Brown Shingle North Berkeley $5200-6200 4-5 BR 3.5 BA
,,1925,Stuart at Telegraph,1456387200,11,-122.25988,37.859526,1,CHARMING BERKELEY APT IN VICTORIAN DUPLEX
,,3900,Grizzly Peak Blvd at Euclid Ave,1456473600,0,-122.267361,37.902098,2,2 bedrooms single house Berkeley north hills
,,1200,W Richmond Ave at Martina St,1456473600,10,-122.387482,37.927424,0,"F furnished, close: San Francisco Berkeley Rafael"
1150,2,2850,,1455868800,13,,,2,===>near UC Berkeley 2BR 2BA Albany apartment near BART/School/Mall
,,2595,,1456473600,7,-122.2655,37.8784,1,Beautiful N Berkeley Apartartment!!!
,,3300,Cedar at Martin Luther King,1456041600,7,-122.273283,37.877936,2,NEW North Berkeley 2 BR 2BA
800,2,3300,Cedar at Martin Luther King,1456473600,4,-122.27408,37.877725,2,GORGEOUS 2BR 2BA North Berkeley
1000,1,2995,,1456387200,14,-122.1728,37.8787,2,"Fabulous Orinda Top Floor Flat Walk to BART SF, UC Berkeley"
,,1875,1538 Henry St.,1456214400,5,-122.270725,37.879327,1,Prime Centrally Located One Bedroom in North Berkeley
1500,,3750,5th at Dwight,1455264000,18,-122.296522,37.860133,2,Beautiful 3 Level Berkeley Loft
,,700,,1456473600,4,-122.257,37.8664,2,BERKELEY 2 bedroom ONE ROOM AVAILIBLE 700.00
225,1,1295,2008 Shattuck ave,1456214400,7,-122.268672,37.872043,0,Furnished room with private bath - 2 blocks from BART and UC Berkeley
850,1,1750,1437 Ward St,1454659200,8,-122.281302,37.857742,2,"Sunny and Bright, 2 bedrm 1 bath Apartment in a great Berkeley 6-plex"
860,1,2280,Marina Lakes Drive,1456473600,15,-122.342265,37.912849,2,MarinaBay condo near Berkeley/El Cerrito
900,1,3000,1615 Arch St,1456473600,12,-122.264952,37.878701,2,Beautiful North Berkeley house.
650,1,2850,Parker at Shattuck,1454313600,9,-122.26748,37.862226,2,Upper Level of Craftsman Style Home in Prime Berkeley Location
,,1825,2468 Bancroft Way,1456473600,8,-122.260423,37.868764,0,"2468 Bancroft Way, Across the Street From UC Berkeley, Clean"
230,230,1375,2225 Hearst Avenue,1456473600,3,-122.266289,37.87418,0,Advent-Amazing room directly across from UC Berkeley!
668,1,3485,1797 Shattuck Ave,1456473600,9,-122.269088,37.874846,2,NORTH BERKELEY LOCATION!!!
,,1795,,1455523200,0,-122.25,37.8571,0,Berkeley Apartments Available 6/1 - SUNDAY OPEN HOUSE LIST! COME SEE!
620,1,2700,1122 university ave,1456214400,4,-122.291751,37.869116,2,2 Bed 1 Bath- Unit 309
330,1,1795,Shattuck at Bancroft,1456473600,2,-122.267318,37.867129,0,New Studio Open House 2321 Shattuck Sat 2/27 Noon Downtown Berkeley
400,1,1450,San Pablo Ave at Gilman Street,1456214400,5,-122.29618,37.880525,1,One bedroom apartment in great location
,,3150,Channing,1456300800,23,-122.2655,37.8784,2,Available 6/1 - Great Central Berkeley Apartment Near CAL - Open Sun!
,,1990,,1456214400,0,-122.26348,37.864626,1,"Great south side location, walk to UCB, BART"
600,1,2641,2312 Fulton St,1456214400,4,-122.266347,37.867259,0,Spacious studio loft available August 15th
2100,2,4200,62nd Street at King Street,1456300800,21,-122.27378,37.846826,3,VERY LARGE 3 BEDROOM HOUSE/FLAT FOR RENT
600,1,2641,2312 Fulton St,1456214400,4,-122.266347,37.867259,0,Two story loft available 8/15
,,1850,blake at ellsworth,1453795200,8,-122.26328,37.863826,0,Move April 1! Remodeled Pet Friendly Studio! B111
,,8400,Euclid Ave. at Eunice Ave.,1456300800,4,-122.26288,37.886625,7,"Huge House, 3 full baths, close to north side of UCB"
,,1990,2220 Dwight,1455955200,0,-122.26485,37.864267,1,"Great south side location, walk to UCB, BART"
,,3100,Arch Street at Cedar Street,1456300800,5,-122.26498,37.878925,2,"Charming, spacious, 2-bd, 1.5-bath cottage; 3 blocks to UC campus"
,,3895,1555 Oxford,1455177600,21,-122.267325,37.879433,3,Avail. 6/1 3 BED 2 BATH Gorgeous Apt Few Blks to UC!
,,950,2490 Channing Way,1456300800,4,-122.259636,37.867093,0,Privately owned UCB student housing! Call now one month free!!
508,1,2723,,1456300800,4,-122.28518,37.86994,1,A Brilliant One Bedroom to Call Home!
1052,2,3750,2001 5th St. at University,1456300800,20,-122.29918,37.867726,2,"Gorgeous Brand New 2BR/2BA - Double Vanity, Cast Iron Tubs, AC!"
,,1750,,1456300800,6,-122.257,37.8664,1,"loveley 1 bedroom, close to transportation!"
1090,2,4500,2321 Shattuck Ave.,1456300800,0,-122.26818,37.867366,2,Brand New extra large 2 Bedroom
650,,1425,Amador at Mariposa av.,1455955200,15,-122.27218,37.887225,0,"In-law on beautiful, tree-lined St."
756,1,2950,2001,1454745600,20,-122.2959,37.8696,1,Wonderfully Spacious 1BR/1BA! Pet Friendly!
600,1,2641,2312 Fulton St,1456300800,4,-122.266347,37.867259,0,Stadium and Allston Place - Now Leasing for Fall!
550,1,1795,1826 Alcatraz Ave,1455782400,5,-122.271317,37.848932,1,Gorgeous 1 BD 1 BATH Apt walk to Ashby Bart station and UCB
700,1,2100,1590 Oregon Street,1454572800,6,-122.278063,37.85636,2,Fantasic 2 BD 1 BATH Apt on Ave @ Oregon St. Close to UCB
700,1,2100,1917 6th street at University Ave,1454572800,4,-122.298315,37.869097,2,Spacious 2BR Apt close to UCB on 6th Ave @ University Ave
,,1960,RIDGE RD. at EUCLID,1456300800,12,-122.259679,37.875802,0,CHARM QUIET for STUDYING nx to SODA/ETCHVRY 1 BLK to NORTH ENTRANCE UC
,,2250,University AVENUE,1456300800,5,-122.282038,37.870991,1,"1 BEDROM 1 BATHROOM, COZY, FURNISHED UNIT"
,,3299,RIDGE RD. at EUCLID,1456300800,9,-122.259743,37.87592,2,CHARM PEACEFUL OASIS for STUDYING nx to SODA Hall 1BLK to NORTHSID UCB
725,1,2995,2001 5th St. at University,1456300800,20,-122.29918,37.867726,1,"Beautiful Brand New 1BR/1BA w/ Patio! 9ft Ceilings, AC, Pet Friendly!"
,,1000,2490 Channing Way,1456300800,4,-122.259636,37.867093,0,Privately owned UCB student housing! Call now one month free!!
800,1,3500,1275 Bonita Avenue,1456128000,14,-122.273702,37.883915,3,Sunny top floor unit near UCB. Covered parking. Onsite laundry.
950,1,3500,2324 West St,1455868800,11,-122.285149,37.864267,2,2/1 Furnished Short Term Rental in Poets Corner
600,1,2745,2431 9th St,1456300800,12,-122.292427,37.861875,2,Welcome to your next home.
500,1,1945,2108 Stuart St.,1456300800,5,-122.266352,37.858608,1,Great Central Location
742,1,3265,2001 5th St. at University,1456300800,19,-122.29918,37.867726,1,"Brand New Top Floor 1BR/1BA! Washer/Dryer In Unit, A/C, Pet Friendly!"
415,1,1750,2491 Ellsworth,1455782400,8,-122.263502,37.864723,0,Beautiful Studio Plus Near Campus Between Telegraph & Shattuck
720,1,3050,2055 Center St.,1456473600,6,-122.269647,37.87019,1,One Bedroom One Bath! Immediate Move!
,,2250,,1456473600,5,,,1,"PRIVATE APARTMENT 1 BEDROOM, 1 BATHROOM"
,,4995,1555 Oxford,1455177600,24,-122.267325,37.879433,4,6/1 4 BED 2Bath Beautiful Apt in Gour Ghetto Open SUN!!
,,2295,2555 LeConte,1454572800,24,-122.2655,37.8784,1,6/1 Gorgeous w/ Deck in LeConte Blding 1 blk to UC!!!!
,,3495,2325 McKinley,1454572800,18,-122.274082,37.866485,3,3/1 Remodeled Huge Sunny Apt in Beautiful Blding H/W Flrs Bus to UC!!
,,1595,2035 Channing,1454572800,24,-122.269678,37.86573,0,6/1 Huge Studio Apt in Channing Wlk Bld. Only 6 blocks to UC!!!
671,1,3836,2116 Allston Way,1456473600,5,-122.267937,37.869574,2,Gorgeous downtown apartment!
,,3195,1618 Milvia,1455177600,24,-122.27178,37.877043,3,6/1 Stunning spacious 3 BED 2 Bath minute to UC!
,,3395,2314 Ellswoth,1455177600,16,-122.257,37.8664,2,6/1st 2 BED 2 BATH Apt 1/4 Blk to UC! A must see. Open Sun..
2541,,6000,Village View Court,1456473600,0,-122.183712,37.887527,3,Beautifully updated Orindawoods 3+BR
1150,2,2600,555 Pierce St,1456214400,16,-122.306758,37.892503,2,Gateway Condo in Albany Close to Every Need!
1300,,3200,6466 Hollis Street,1456128000,6,-122.29153,37.846026,2,Convenient Condo in Emeryville - 2 bed/2.5 bath
,,1895,2817 College ave,1455868800,9,-122.253947,37.859714,0,Large studio with new kitchen and bathroom with Carpet second floor un
632,1,2398,2020 Fourth St,1456473600,5,-122.300187,37.867284,1,Spectacular One Bedroom One Bath Available Now!
632,1,2322,2020 Fourth St,1456473600,5,-122.300187,37.867284,1,Excellent Home! With Excellent Features! Tour Your NEW Home Today!!
,,1550,149 Montecito ave,1456473600,7,-122.259582,37.811903,0,"149 Montecito, Studio, Clean, Adams Point, Walk to Lake, BART"
,,2295,Channing at MLK,1456300800,24,-122.25,37.8571,1,Open Sunday - Large 1 Bedroom Poolside Apartment!
,,2995,Channing,1456300800,15,-122.27278,37.865226,2,Available 6/1 Beautiful Apartment Next To Cal & Telegraph! Open Sun!
2400,,3200,3452 La Mesa Dr,1456473600,0,-122.032292,37.654182,4,Hayward Highland House
2577,3,3000,,1456473600,5,,,5,Beautiful Single Family House close to Richmond Country Club
,,1795,Hearst at Curtis,1455177600,22,-122.29288,37.870326,1,Available 6/1 Beautiful 1 Bedroom - Walk to BART! Open Sun!!
,,3495,Channing at MLK,1455091200,24,-122.27278,37.865226,3,Open Sun! - Beautiful Large 3 Bedroom Poolside Apartment! Apply Sun!!
,,2895,2575 LeConte,1456473600,22,-122.2655,37.8784,2,6/1 Gigantic 1/2 Bedroom In LeConte Blding 1 Blk to UC!!!
600,600,1850,Montgomery Street at Pleasant Valley Avenue,1456473600,4,-122.249293,37.831209,1,"One bedroom apartment in a Craftsman triplex house, very walkable area"
,,3395,2644 Hillegass,1456387200,21,-122.25689,37.862818,2,June 1st Beautiful 4-Plex Elmwood District Wlk to UC
700,1,2495,306 LEE STREET,1455955200,24,-122.257128,37.811362,1,☎ NO. *1 LAKE MERRITT MODERN DESIGNER BOUTIQUE BLDG*1 Blk to LAKE
,,2250,307 Lee Street,1456473600,12,-122.256525,37.811174,1,307 Lee Street- Beautiful 1bed/1ba unit near Lake Merrit
,,2350,250 Grand Ave.,1456473600,18,-122.259142,37.809835,1,"250 Grand, Hardwood, Lots of Character,Close to Lake!!"
,,2350,274 40th street,1456473600,11,-122.254744,37.826192,2,"274 40th Street Way, apartment, Oakland (North/Temescal)"
1050,,3375,5540 Doyle Street,1456473600,5,-122.286994,37.838988,1,Charming 1 Bedroom 1.5 Bath Loft w/Large Patio $99 Down!
565,1,2300,5th St at delaware,1456473600,5,-122.299461,37.870365,1,"Historic Water Tower near 4th St Comm District, Close to Everything!"
,,1795,2275 Park Blvd,1456473600,10,-122.245779,37.801477,1,"2275 Park Blvd., 1bed/1ba, HW Floors, Updated Kitchen, Top Floor"
,,2295,3921 Harrison Street,1456473600,11,-122.251353,37.821809,1,"3921 Harrison, Walk to Pied Ave, Grand Ave, + Rose Garden"
600,1,1900,1332 Shattuck Ave,1455609600,13,-122.270046,37.883182,0,Large Studio near Gourmet Ghetto
,,1725,1738 4th Ave,1456473600,6,-122.25217,37.799198,1,"1738 4th Avenue 1bed/1bath, Available Now!"
,,2350,3921 Harrison Street,1456473600,12,-122.251353,37.821809,1,"3921 Harrison, Walk to Pied Ave, Grand Ave, + Rose Garden, 2nd floor!"
,,2795,95 Linda Ave,1456473600,13,-122.248328,37.825091,2,"95 Linda Ave., 2BD/1BA, Lots of Light, Updated Kitchen"
1434,,3800,1585 Brunswig Lane,1456473600,14,-122.292337,37.835615,2,Location Location!! Upscale Shopping & Dinning at Your Doorstep!!
,,2495,2132 Roosevelt,1456473600,11,-122.276615,37.86957,2,"2132 Roosevelt, Near CAL, Clean Building, Near University Ave."
610,1,2700,University at San Pablo,1455264000,4,-122.29238,37.869026,2,Short Term Leases Available!!!***Spring / Summer Lease Specials***
,,1695,2414 Telegraph Ave,1456473600,6,-122.258574,37.866655,0,"2414 Telegraph, Studio, Building Has Style, Walk to CAL"
705,1,2750,university at San Pablo,1456214400,4,-122.29238,37.869026,1,1122 U ***Spring / Summer Lease Specials***
1800,,3120,University at San Pablo,1455782400,5,-122.29238,37.869026,2,2.5 Bath Townhouse-***Spring / Summer Lease Specials***
610,1,2700,University at San Pablo,1455264000,4,-122.29238,37.869026,2,***Spring / Summer Lease Specials***
610,1,2700,University at San Pablo,1455264000,7,-122.29238,37.869026,2,2 Bed 1 Bath w/ balcony over looking gorgeous views of the bay
610,1,2700,University at San Pablo,1455264000,11,-122.29238,37.869026,2,Call today for a tour!!! ***Spring / Summer Lease Specials***
705,1,3000,university at San Pablo,1456214400,4,-122.29238,37.869026,1,1122 U New Years Special***Two Weeks Free Rent!!!!
705,1,2750,university at San Pablo,1456214400,5,-122.29238,37.869026,1,1122 U- Spacious 1 bed 1 bath plus den *Spring/Summer Lease Specials*
610,1,2700,University at San Pablo,1455264000,8,-122.29238,37.869026,2,***Spring / Summer Lease Specials***
705,1,2750,university at San Pablo,1456214400,4,-122.29238,37.869026,1,1122 U- Spring Summer Lease Specials
705,1,2750,university at San Pablo,1455264000,5,-122.29238,37.869026,1,Call us today and ask about our Specials
705,1,2750,university at San Pablo,1455264000,4,-122.29238,37.869026,1,1122 U ***Spring / Summer Lease Specials***
,,3395,2079 Delaware,1456473600,23,-122.269631,37.874743,2,6/1 2 BED Newly Remodeled in Gourmet Ghetto H/W Floors
705,1,2750,university at San Pablo,1455264000,8,-122.29238,37.869026,1,Call us today and ask about our Specials
,,3595,ward at ellsworth,1456128000,9,-122.26268,37.860226,3,Ready for Move In!! REMODELED 3 BED / 1 BATH: MUST SEE! TOP FLOOR: C
650,1,1999,6 Admiral Drive,1455696000,5,-122.302505,37.837369,1,Just remodeled 1 Bedroom Condo with private Patio (650 SF)
,,1395,,1455436800,0,-122.039273,37.960622,1,"Cozy furnished studio,Concord,walk to BART,Walnut Creek, DVC"
1255,2,4000,3015 San Pablo Ave,1456473600,16,-122.286876,37.851736,2,There's No Place Like Home When Your Living At Higby
,,2195,regent at dwight,1454918400,5,-122.25838,37.865326,1,Remodeled 1 Bedroom in Quiet Building! Move In Ready! R4
900,1,2975,833 - 54th Street at Martin Luther King,1456473600,15,-122.272789,37.838581,2,SUNNY APT. WITH A VIEW FROM THE KITCHEN
,,1295,,1455696000,0,-122.0362,37.9823,1,"Cozy furnished studio,Concord,walk to BART,Walnut Creek, DVC"
,,5500,Pala at Park Way,1456473600,0,-122.231379,37.829726,3,Upper Piedmont House With A Panoramic Bay Area View
,,2400,101 Fairmount Ave,1455782400,8,-122.259722,37.818531,2,Sunny hardwood floor 2-bed near Wholefoods and Lake
,,1395,,1455696000,0,-122.0362,37.9823,1,"Cozy furnished studio,Concord,walk to BART,Walnut Creek, DVC"
,,2345,365 Perkins Street,1456473600,11,-122.255516,37.811835,0,365 Perkins - Condo Unit in Full Remodel Process. Check back
705,1,2750,university at San Pablo,1456214400,4,-122.29238,37.869026,1,1122 U
705,1,2750,university at San Pablo,1456214400,4,-122.29238,37.869026,1,1122 U ***Spring / Summer Lease Specials***
,,1600,345 south 27th St.,1456473600,6,-122.343781,37.927395,2,"Hardwood Floor, Washer & Dryer Hookup,Remodel Kitchen & Bath,Parkings"
600,1,2695,2431 9th St,1455696000,13,-122.292427,37.861875,2,Welcome to your next home.
677,1,3717,2119 University Avenue,1456473600,4,-122.267891,37.872267,2,Gorgeous downtown apartment!
1000,,2285,Arlington at Coventry,1456473600,8,-122.27848,37.904225,1,"Bay view, GGB, very large1+ Bedroom"
,,1300,Blake Street,1456214400,6,-122.27238,37.862626,0,**2309 Blake Street** Lrg $1450.00 Small $1300.00! Close to Campus!
,,3250,2539 Durant,1456473600,20,-122.258792,37.867991,2,June 1st Exquisite Apt Next Door To UCB! Open House Sunday
,,1850,41st street at market,1454486400,11,-122.2804,37.8365,1,Corner Apartment Unit available in North Oakland / Emeryville
750,1,2800,Dwight Way at Dana,1455696000,0,-122.26128,37.864926,2,"Very Spacious Nice 2 BR, Avail. Now, Secure Nice Bldg, UC 8 Min Walk"
750,1,2800,Dwight Way at Dana,1455177600,0,-122.26128,37.864926,2,"Sunday Open House, Nice Large 2 BR Apt, Available Now, UC 8 Min Walk"
,,3100,2477 Virginia Street,1456300800,15,-122.261551,37.87758,2,Available for Immediate Rental! - Near CAL Campus Extra Large 2bd/2ba
850,1,2850,2716 Webster St.,1456473600,11,-122.25234,37.855576,2,Spacious 2 bed/1bath Apt. in Desireable Elmwood Area.
700,1,2495,306 LEE STREET,1455782400,24,-122.257128,37.811362,1,☎ BEST LAKE MERRITT NEGHD*BIG VIEW*NEW MODERN INTERIOR*1 BLK to LAKE
550,1,1800,Dwight Way at Dana,1456473600,0,-122.26128,37.864926,0,"Very Large Nice Studio For 2, Secure Quiet Students Bldg, UCB 8 Min Wk"
700,1,2495,306 LEE STREET,1456473600,21,-122.257128,37.811362,1,☎ 3RD FL BIG VIEW*STYLISH & QUIET*HEART OF LAKE MERRITT*NrWHOLE FOODDS
1170,2,3250,535 Pierce ST,1456473600,9,-122.306993,37.89372,2,2BD-2BA/ Albany Condo@/Bayside Commons/Near Bart&UCB/Pool/Gym/Luxury
2350,3,2750,,1456214400,0,-121.6054,37.8989,4,ITS TIME TO STOP RENTING AND OWN GOVERNMENT PROGRAMS IN DISCOVERY BAY
1602,2,3695,947 61st Street,1456214400,13,-122.2804,37.8365,3,Advent- Spacious Two Level Three Bedroom Loft Available in North Oakla
,,2500,Highland Road at Sundale,1456473600,10,-122.130876,37.885424,2,Large 2 bedroom 1 bath Quiet Lafayette Top Floor View Deck
780,1,2600,585 9 street,1456473600,18,-122.2851,37.8071,1,Luxury condo one Bd 780 s.f. City Center Bart Station.
936,2,1599,2751 Peppertree Dr,1456473600,12,-122.012357,38.275976,2,"San Francisco or Sacramento, Youre Half Way There!!!"
,,2900,830 East 28th Street at Park Blvd,1456473600,21,-122.237555,37.802537,2,$$$ Nice Home with Negotiable Rent $$$
,,1550,University at Bonar,1456473600,6,-122.28768,37.869626,0,Charming and Spacious Studio Apartment
1100,,2285,Stratford Road at Coventry,1456387200,7,-122.28188,37.902625,1,"Panaramic Bay view, GGB, Large, 1+ Bedroom"
700,1,2495,306 LEE STREET,1455868800,24,-122.257128,37.811362,1,☎☎☎ No. 1 LAKE MERRITT BEST MODERN BOUTIQUE BLDG*1 BLK to LAKE
,,2850,41st Street at Adeline Street,1454832000,3,-122.27838,37.832427,1,Loft - All Utilities Included
700,700,2125,Willow Street at Franciscan Way,1456387200,8,-122.25618,37.757928,1,"One-Bedroom, Downstairs, Gated Community"
700,700,2175,Willow Street at Franciscan Way,1456387200,10,-122.25618,37.757928,1,"One-Bedroom, Downstairs, Wood Floor, Gated Community"
500,1,1500,,1456387200,0,-122.362,37.94,1,"Fully furnished, HW floors, view from two sides- end unit!"
640,1,2495,690 61st Street,1455264000,7,-122.268727,37.846542,2,Advent- Your North Oakland oasis awaits Furnished/Unfurnished Options!
750,1,2095,994 42nd Street,1455091200,9,-122.2804,37.8365,2,Advent- North Oakland Apartment Home Available All Utilities Included!
3400,3,8600,,1456387200,12,-122.2648,37.7706,5,Elegant furnished home; rented on a monthly basis
993,2,2295,947 61 Street,1455696000,12,-122.2804,37.8365,2,"Advent- Spacious Loft, Two levels available in brand new building!"
,,1600,345 south 27th St.,1456214400,6,-122.343781,37.927395,2,"Remodel Kitchen & Bath,Hardwood Floor, Washer & Dryer Hookups,Parking"
900,1,2975,833 - 54th Street at Martin Luther King,1456387200,14,-122.2804,37.8365,2,"BEAUTIFULLY REMODELED, GRANITE COUNTERTOPS, DISHWASHER, NEW BATHROOM"
,,2420,,1456387200,4,,,2,"Single Home, excellent cosidtion 2/1"
,,3000,5838 Birch Ct,1455609600,6,-122.250495,37.846825,2,Updated 2 bed 1 bath on Birch Ct. Walk to BART & shops on College!
705,1,2750,University at San Pablo,1456387200,7,-122.29238,37.869026,1,1122 U Apartments- Welcome Home
,,2225,"16040 Mateo, Unit A",1455955200,22,-122.117889,37.700196,2,Darling 2-bedroom House w/yard * Gated * Pets Ok!
,,2295,2712 Derby St - Apt 2,1455696000,4,-122.25358,37.862226,1,1Bd+Office And Washer/Dryer
,,800,1817 Oxford St.,1456387200,0,-122.266946,37.875243,0,Small studio one block from UC Grad school. Move in April 1st***
1464,,4200,1547 Brunswig Ln,1456387200,24,-122.2804,37.8365,2,Executive Bay Street Condo For Lease (Completely Furnished)
709,1,2800,2001 5th St. at University,1455782400,19,-122.29918,37.867726,1,"Beautiful Corner 1BR/BA! Brand New, Pet Friendly!"
,,1950,3205 College Ave,1453795200,7,-122.25308,37.851614,1,"Top Floor 1BR, College Ave, Refinished Hardwood, Rockridge/Elmwood"
1042,1,4280,1100 Pacific Marina Street,1456387200,8,-122.264571,37.782282,2,No Rent Until St. Patrick's Day on all Vacant Units* - Panomar
620,620,2700,university at san pablo,1456387200,4,-122.29238,37.869026,0,1122 U ***Spring / Summer Lease Specials***
,,2595,2030 Dwight Way,1456128000,0,-122.269484,37.863748,2,Large two bedroom one bath walk to UC available Now!!!!!!!!!!
,,1995,2511 Parker st,1456128000,9,-122.258058,37.863536,1,Remdeled One bedroom apartments at 2511 Parker St. consist of a
2121,,2700,,1456128000,11,,,4,A must see - Beautiful Victorian two-story house for rent in Hercules
1042,1,4280,1100 Pacific Marina,1456128000,9,-122.264743,37.782316,2,Upper Floor|Corner Suite| Available Now ! - Panomar
2200,3,4950,Peralta at Gilman,1456128000,11,-122.28788,37.880825,4,"Beautiful 4 bedroom +, 3 bathroom spacious house"
650,1,2000,,1456128000,18,-122.26558,37.899225,1,Fully furnished in-law unit near Tilden Park with a VIEW
1400,2,3350,2108 E 23rd St,1455264000,23,-122.23257,37.791466,2,Premium 2/2 gated bungalow in Highland Terrace *Available now!*
600,1,2000,6019 Shattuck Ave,1456128000,0,-122.265717,37.846236,2,Two bdrm apt
847,1,2300,165 Marina Lakes Drive,1456128000,4,-122.3342,37.9265,2,Beautiful 2/1 Condo in the Best Marina Bay Community!
1190,2,4100,1 lakeside drive,1453708800,5,-122.26178,37.804227,2,"LUXURY HIGH 17th Floor 2/2 @ ESSEX LAKE MERRITT,POOL,GYM,PKG INC TOO!"
936,2,1599,2751 Peppertree Dr,1456128000,11,-122.012357,38.275976,2,"San Francisco or Sacramento, Youre Half Way There!!!"
768,1,2100,Christie Avenue,1455868800,13,-122.29478,37.838626,1,"Sky high 1/1 with a view, parking, pool, gym and great location!"
1608,2,4500,2963 Linden Street,1454400000,9,-122.250479,37.857826,3,Beautiful 3 bedroom 2 bath condo in the Elmwood District
1002,1,1600,2nd ave at Ceres street,1456128000,6,-122.223866,38.052974,1,Artist Live Work space in Crockett
667,1,2800,Dwight at Telegraph,1456128000,7,-122.25898,37.865326,2,2BR 1Bath.. Just a short walk to Campus
