latitude,longitude,avg_rating,#cafes,#pubs
37.8701173693928,-122.267956974363,4.15,1,2
37.87145812335905,-122.2715429226865,3.85,3,0
37.87145812335905,-122.2715094186895,3.9,3,0
37.87145812335905,-122.2715094186895,3.9,3,0
37.87015754946255,-122.267956974363,4.125,1,2
37.87015754946255,-122.267956974363,4.125,1,2
37.872112358929655,-122.27186085,3.925,4,0
37.871147223359046,-122.2688142996665,4.075,3,2
37.87015754946255,-122.2686708,4.1,2,1
37.87015754946255,-122.2686708,4.1,2,1
37.87145812335905,-122.26980597848001,4.05,3,1
37.87145812335905,-122.26980597848001,4.05,3,1
37.87145812335905,-122.26911302848,4.025,3,1
37.87145812335905,-122.2686708,4.1,3,1
37.87148791497615,-122.27019625,4.0,3,2
37.87245112335905,-122.271647528838,3.95,4,0
37.87148791497615,-122.27020734999999,3.975,3,1
37.8716437,-122.26980597848001,4.0,3,1
37.871335166997056,-122.27352619999999,3.8,6,0
37.8716437,-122.26980597848001,4.0,3,1
37.87368846706695,-122.27061885,3.925,4,0
37.8668909925687,-122.26849595,3.825,2,2
37.866864199999995,-122.26538615000001,3.9,3,2
37.86560688943035,-122.26319455000001,3.875,2,0
37.8668909925687,-122.26811267400649,3.925,2,2
37.8668909925687,-122.2680830983695,3.925,2,2
37.8668909925687,-122.2680830983695,3.925,2,2
37.8668909925687,-122.2680830983695,3.925,2,2
37.8668909925687,-122.2680830983695,3.925,2,2
37.8668909925687,-122.2680830983695,3.925,2,2
37.8668909925687,-122.26538615000001,3.925,3,2
37.8668909925687,-122.26388775000001,3.925,2,1
37.86560688943035,-122.2626381,3.95,1,0
37.865493201399204,-122.2620921001415,3.975,0,0
37.8651455,-122.2598691,4.0,0,0
37.8651455,-122.2598011,4.0,0,0
37.82173701487195,-122.33927700976551,3.725,2,2
37.8671923925687,-122.269990789151,3.7,4,2
37.86708196706695,-122.26851995000001,3.85,2,2
37.8668909925687,-122.2680830983695,3.925,2,2
37.8668909925687,-122.26538615000001,3.925,3,2
37.8668909925687,-122.26538615000001,3.925,3,2
37.8668909925687,-122.26538615000001,3.925,3,2
37.8668909925687,-122.26538615000001,3.925,3,2
37.8668909925687,-122.26538615000001,3.925,3,2
37.8668909925687,-122.26538615000001,3.925,3,2
37.8668909925687,-122.26393759999999,3.9,2,1
37.86560688943035,-122.2626381,3.95,1,0
37.86560688943035,-122.26230471744,3.975,1,0
37.8651455,-122.2597036,4.0,0,0
37.86623285,-122.25919435,4.0,0,0
37.8674326,-122.26880155,3.85,1,2
37.8671312,-122.2681401240065,4.0,1,2
37.867172,-122.267956974363,4.1,1,2
37.867172,-122.267956974363,4.1,1,2
37.867172,-122.267956974363,4.1,1,2
37.867172,-122.267956974363,4.1,1,2
37.867172,-122.267956974363,4.1,1,2
37.8671375,-122.267101528838,4.05,1,2
37.8671312,-122.2635500208035,3.975,2,1
37.8671375,-122.26340485,4.0,2,0
37.86592815,-122.26230471744,4.05,0,0
37.8670155,-122.26214371744001,4.05,0,0
37.8670155,-122.261974876135,4.0,0,0
37.86623285,-122.26034630000001,4.025,0,0
37.867172,-122.26852265,3.975,1,2
37.867172,-122.2675745,4.075,1,2
37.867172,-122.2675285,4.075,1,2
37.867172,-122.26744934999999,4.075,1,2
37.867417092111296,-122.267956974363,4.1,1,2
37.867417092111296,-122.267956974363,4.1,1,2
37.867334799999995,-122.2681413,4.1,1,2
37.8673673,-122.267956974363,4.1,1,2
37.867172,-122.2675745,4.075,1,2
37.8673673,-122.26664905,4.05,1,2
37.8671375,-122.2638392585485,4.05,1,1
37.8670155,-122.2630235,4.1,0,0
37.8670155,-122.26283082775001,4.05,1,0
37.629083867993,-122.17206544999999,4.05,4,0
